ID_cannot_be_submitted,attribute,value_de_DE,value_cs_CZ,value_en_US,value_sk_SK,value_pl_pl,value_fr_fr,value_it_it,multilanguage,title_de_DE
59807,operating_systems,Palm OS,,,,,,,0,Betriebssysteme
10482018,operating_systems,macOS Ventura 13,,,,,,,0,Betriebssysteme
1895,operating_systems,Windows Server 2008,,,,,,,0,Betriebssysteme
10482017,operating_systems,macOS Monterey 12,,,,,,,0,Betriebssysteme
1411414,operating_systems,android 7.1.1,,,,,,,0,Betriebssysteme
1357153,operating_systems,Android 5.1,,,,,,,0,Betriebssysteme
1892,operating_systems,Windows XP,,,,,,,0,Betriebssysteme
1357304,operating_systems,Wyse Thin OS,,,,,,,0,Betriebssysteme
387904,operating_systems,eLux RL,,,,,,,0,Betriebssysteme
59813,operating_systems,iOS 5,,,,,,,0,Betriebssysteme
59804,operating_systems,eLux,,,,,,,0,Betriebssysteme
1940,operating_systems,Windows Mobile 6.1,,,,,,,0,Betriebssysteme
59806,operating_systems,Maemo,,,,,,,0,Betriebssysteme
1935,operating_systems,Symbian 3,,,,,,,0,Betriebssysteme
10481975,operating_systems,Windows Server 2022,,,,,,,0,Betriebssysteme
10481983,operating_systems,HyperOS 3,,,,,,,0,Betriebssysteme
1438303,operating_systems,Android 8.1,,,,,,,0,Betriebssysteme
10481976,operating_systems,Windows Server 2025,,,,,,,0,Betriebssysteme
10481970,operating_systems,Windows Server 2016,,,,,,,0,Betriebssysteme
10481996,operating_systems,HarmonyOS 1.x,,,,,,,0,Betriebssysteme
10482041,operating_systems,Wear OS 6.x,,,,,,,0,Betriebssysteme
10482103,operating_systems,EMUI 12.x,,,,,,,0,Betriebssysteme
10481992,operating_systems,HarmonyOS,,,,,,,0,Betriebssysteme
10482013,operating_systems,macOS Catalina 10.15,,,,,,,0,Betriebssysteme
10482045,operating_systems,watchOS 4.x,,,,,,,0,Betriebssysteme
1896,operating_systems,Windows 7,,,,,,,0,Betriebssysteme
1928,operating_systems,Android 2.3 Gingerbread,,,,,,,0,Betriebssysteme
10474008,operating_systems,iOS 17,,,,,,,0,Betriebssysteme
59803,operating_systems,DeTOS,,,,,,,0,Betriebssysteme
10482027,operating_systems,macOS Tahoe 26,,,,,,,0,Betriebssysteme
59805,operating_systems,Windows Phone,,,,,,,0,Betriebssysteme
1427886,operating_systems,Android 9.0 Pie,,,,,,,0,Betriebssysteme
10481972,operating_systems,Windows Server 2019,,,,,,,0,Betriebssysteme
59817,operating_systems,QTS,,,,,,,0,Betriebssysteme
59810,operating_systems,Android 3.1 Honeycomb,,,,,,,0,Betriebssysteme
10474066,operating_systems,MIUI 10,,,,,,,0,Betriebssysteme
1960,operating_systems,iOS4,,,,,,,0,Betriebssysteme
1391657,operating_systems,Android 8.0 Oreo,,,,,,,0,Betriebssysteme
1375236,operating_systems,macOS Sierra,,,,,,,0,Betriebssysteme
792317,operating_systems,Windows 10,,,,,,,0,Betriebssysteme
10482094,operating_systems,EMUI 14.x,,,,,,,0,Betriebssysteme
1884,operating_systems,Windows 95,,,,,,,0,Betriebssysteme
3099,operating_systems,Windows,,,,,,,0,Betriebssysteme
10482089,operating_systems,EMUI 15.x,,,,,,,0,Betriebssysteme
1916,operating_systems,Android 2.0 Froyo,,,,,,,0,Betriebssysteme
6007348,operating_systems,Android 11,,,,,,,0,Betriebssysteme
1922,operating_systems,Symbian 9.3,,,,,,,0,Betriebssysteme
1921,operating_systems,Symbian 1,,,,,,,0,Betriebssysteme
1912,operating_systems,Mac OS X 10.8,,,,,,,0,Betriebssysteme
1931,operating_systems,Blackberry 10,,,,,,,0,Betriebssysteme
1907,operating_systems,Mac OS X 10.3,,,,,,,0,Betriebssysteme
10481999,operating_systems,HarmonyOS 4.x,,,,,,,0,Betriebssysteme
789079,operating_systems,Windows Embedded 8 Standard,,,,,,,0,Betriebssysteme
59825,operating_systems,Windows NT,,,,,,,0,Betriebssysteme
1374528,operating_systems,Mac OS X 10.11,,,,,,,0,Betriebssysteme
1387940,operating_systems,Nubia UI 5.0,,,,,,,0,Betriebssysteme
10482001,operating_systems,Mac OS X 10.10,,,,,,,0,Betriebssysteme
1897,operating_systems,Windows 8,,,,,,,0,Betriebssysteme
1951,operating_systems,Symbian 9.1,,,,,,,0,Betriebssysteme
1915,operating_systems,bada 1.2,,,,,,,0,Betriebssysteme
1945,operating_systems,Android 4.0 Ice Cream Sandwich,,,,,,,0,Betriebssysteme
59812,operating_systems,HP webOS 3.0,,,,,,,0,Betriebssysteme
10482051,operating_systems,watchOS 9.x,,,,,,,0,Betriebssysteme
10473969,operating_systems,iOS 12,,,,,,,0,Betriebssysteme
10482009,operating_systems,macOS Sierra 10.12,,,,,,,0,Betriebssysteme
10481998,operating_systems,HarmonyOS 3.x,,,,,,,0,Betriebssysteme
1955,operating_systems,Android 2.1 Eclair,,,,,,,0,Betriebssysteme
10482050,operating_systems,watchOS 8.x,,,,,,,0,Betriebssysteme
1952,operating_systems,Symbian S60,,,,,,,0,Betriebssysteme
1385806,operating_systems,Android 7.1,,,,,,,0,Betriebssysteme
1354153,operating_systems,Android 5.0,,,,,,,0,Betriebssysteme
1360487,operating_systems,Flyme 5.1,,,,,,,0,Betriebssysteme
10482010,operating_systems,macOS High Sierra 10.13,,,,,,,0,Betriebssysteme
10482031,operating_systems,Wear OS,,,,,,,0,Betriebssysteme
1372369,operating_systems,iOS 10,,,,,,,0,Betriebssysteme
5475570,operating_systems,webOS,,,,,,,0,Betriebssysteme
1906,operating_systems,Mac OS X 10.2,,,,,,,0,Betriebssysteme
6078448,operating_systems,VIDAA,,,,,,,0,Betriebssysteme
3103,operating_systems,Symbian,,,,,,,0,Betriebssysteme
1954,operating_systems,Windows Mobile 6.5,,,,,,,0,Betriebssysteme
1372194,operating_systems,Android 7.0,,,,,,,0,Betriebssysteme
3802621,operating_systems,Tizen,,,,,,,0,Betriebssysteme
1381540,operating_systems,Android 2.2.2 Froyo,,,,,,,0,Betriebssysteme
10482222,operating_systems,Funtouch OS,,,,,,,0,Betriebssysteme
1919,operating_systems,iOS 6,,,,,,,0,Betriebssysteme
1934,operating_systems,Nokia Asha,,,,,,,0,Betriebssysteme
59814,operating_systems,Ubuntu,,,,,,,0,Betriebssysteme
1956,operating_systems,Android 4.1 Jelly Bean,,,,,,,0,Betriebssysteme
1946,operating_systems,bada 1.0,,,,,,,0,Betriebssysteme
1953,operating_systems,Windows Mobile 6.0,,,,,,,0,Betriebssysteme
2370758,operating_systems,Windows NT 3.1,,,,,,,0,Betriebssysteme
1909,operating_systems,Mac OS X 10.5,,,,,,,0,Betriebssysteme
2370437,operating_systems,DOS,,,,,,,0,Betriebssysteme
1947,operating_systems,Blackberry 5.0,,,,,,,0,Betriebssysteme
8943417,operating_systems,Android 16,,,,,,,0,Betriebssysteme
1413824,operating_systems,Android 7.1.2,,,,,,,0,Betriebssysteme
1352814,operating_systems,Windows 7 Pro,,,,,,,0,Betriebssysteme
3101,operating_systems,Android,,,,,,,0,Betriebssysteme
10482048,operating_systems,watchOS 6.x,,,,,,,0,Betriebssysteme
1893,operating_systems,Windows Server 2003,,,,,,,0,Betriebssysteme
5475563,operating_systems,Android Wear,,,,,,,0,Betriebssysteme
1917,operating_systems,Android 4.2 Jelly Bean,,,,,,,0,Betriebssysteme
1949,operating_systems,iOS 3,,,,,,,0,Betriebssysteme
10482211,operating_systems,LineageOS,,,,,,,0,Betriebssysteme
1362201,operating_systems,Android 6.0,,,,,,,0,Betriebssysteme
59809,operating_systems,Android 3.0 Honeycomb,,,,,,,0,Betriebssysteme
1363310,operating_systems,Android 5.10,,,,,,,0,Betriebssysteme
1905,operating_systems,Mac OS X 10.1,,,,,,,0,Betriebssysteme
59820,operating_systems,Windows Mobile 6.5.3,,,,,,,0,Betriebssysteme
10481977,operating_systems,HyperOS,,,,,,,0,Betriebssysteme
1899,operating_systems,Windows Server 2012,,,,,,,0,Betriebssysteme
59821,operating_systems,ADM,,,,,,,0,Betriebssysteme
387889,operating_systems,Windows Mobile,,,,,,,0,Betriebssysteme
1890,operating_systems,Windows NT 4.0,,,,,,,0,Betriebssysteme
1925,operating_systems,Windows 6.1,,,,,,,0,Betriebssysteme
1388287,operating_systems,Windows 10 Pro,,,,,,,0,Betriebssysteme
1438266,operating_systems,Android 9,,,,,,,0,Betriebssysteme
1438281,operating_systems,Android 10,,,,,,,0,Betriebssysteme
10473948,operating_systems,Android 17,,,,,,,0,Betriebssysteme
1930,operating_systems,bada 2.0,,,,,,,0,Betriebssysteme
10474001,operating_systems,iOS 13,,,,,,,0,Betriebssysteme
1438324,operating_systems,Android Go,,,,,,,0,Betriebssysteme
1903,operating_systems,Windows Phone 7,,,,,,,0,Betriebssysteme
3104,operating_systems,bada,,,,,,,0,Betriebssysteme
10482021,operating_systems,macOS Sonoma 14,,,,,,,0,Betriebssysteme
10482199,operating_systems,OxygenOS,,,,,,,0,Betriebssysteme
789085,operating_systems,EMC LifeLine,,,,,,,0,Betriebssysteme
1372361,operating_systems,Mac OS X 10.12 Sierra,,,,,,,0,Betriebssysteme
1959,operating_systems,Blackberry OS,,,,,,,0,Betriebssysteme
1891,operating_systems,Windows 2000,,,,,,,0,Betriebssysteme
10482055,operating_systems,EMUI,,,,,,,0,Betriebssysteme
789076,operating_systems,Android 4.4 KitKat,,,,,,,0,Betriebssysteme
1898,operating_systems,Windows RT,,,,,,,0,Betriebssysteme
1926,operating_systems,Windows Phone 7.5,,,,,,,0,Betriebssysteme
1383396,operating_systems,MIUI,,,,,,,0,Betriebssysteme
1948,operating_systems,Blackberry 10.2,,,,,,,0,Betriebssysteme
1357290,operating_systems,Android 6.0.1,,,,,,,0,Betriebssysteme
59824,operating_systems,macOS,,,,,,,0,Betriebssysteme
1381694,operating_systems,MIUI 8,,,,,,,0,Betriebssysteme
10482042,operating_systems,watchOS 1.x,,,,,,,0,Betriebssysteme
6069053,operating_type,Handbetrieben,Ruční pohon,Manually operated,Ručné ovládanie,Napęd ręczny,Manuel,Azionamento manuale,1,Betriebsart
5646973,operating_type,Diesel,Naftový pohon,Diesel,Nafta,Diesel,Gazole,Diesel,1,Betriebsart
5646896,operating_type,Akku,Akumulátorový pohon,Battery,Akumulátor,Akumulator,Batterie,Accumulatore,1,Betriebsart
5646901,operating_type,Elektrisch,Elektrický pohon,Electric,Elektrický,Napęd elektryczny,Électrique,Elettrico,1,Betriebsart
5646919,operating_type,Benzin,Benzínový pohon,Petrol,Benzín,Benzyna,Essence,Benzina,1,Betriebsart
5647008,operating_type,Wind,Větrný pohon,Wind,Vietor,Napęd wiatrowy,Éolien,Vento,1,Betriebsart
5647005,operating_type,Solar,Solární pohon,Solar,Solárny,Napęd solarny,Solaire,Fotovoltaico,1,Betriebsart
5787887,operating_type,Gas,Plynový pohon,Gas,Plyn,Gaz,Gaz,Gas,1,Betriebsart
1393641,origin,Mongolei,Mongolsko,Mongolia,Mongolsko,Mongolia,Mongolie,Mongolia,1,Herkunft
1370628,origin,Irland,Irsko,Ireland,Írsko,Irlandia,Irlande,Irlanda,1,Herkunft
1393699,origin,"Argentinien, Frankreich, Italien, Portugal, Spanien","Argentina, Francie, Itálie, Portugalsko, Španělsko","Argentina, France, Italy, Portugal, Spain","Argentína, Francúzsko, Taliansko, Portugalsko, Španielsko","Argentyna, Francja, Włochy, Portugalia, Hiszpania","Argentine, France, Italie, Portugal, Espagne","Argentina, Francia, Italia, Portogallo, Spagna",1,Herkunft
1379323,origin,Philippinen,Filipíny,Philippines,Filipíny,Filipiny,Philippines,Filippine,1,Herkunft
1378324,origin,Panama,Panama,Panama,Panama,Panama,Panama,Panama,1,Herkunft
1393374,origin,Peru,Peru,Peru,Peru,Peru,Pérou,Perù,1,Herkunft
1393348,origin,Haiti,Haiti,Haiti,Haiti,Haiti,Haïti,Haiti,1,Herkunft
1408741,origin,Taiwan,Tchaj-wan,Taiwan,Tajvan,Tajwan,Taïwan,Taiwan,1,Herkunft
267,origin,Kroatien,Chorvatsko,Croatia,Chorvátsko,Chorwacja,Croatie,Croazia,1,Herkunft
273,origin,USA,Spojené státy americké,USA,USA,Stany Zjednoczone,ÉTATS-UNIS,USA,1,Herkunft
1370622,origin,Trinidad und Tobago,Trinidad a Tobago,Trinidad and Tobago,Trinidad a Tobago,Trynidad i Tobago,Trinité-et-Tobago,Trinidad e Tobago,1,Herkunft
1396200,origin,Schottland,Skotsko,Scotland,Škótsko,Szkocja,Écosse,Scozia,1,Herkunft
1374324,origin,Norwegen,Norsko,Norway,Nórsko,Norwegia,Norvège,Norvegia,1,Herkunft
1393400,origin,Weißrussland,Bělorusko,Belarus,Bielorusko,Białoruś,Biélorussie,Bielorussia,1,Herkunft
268,origin,Mazedonien,Makedonie,Macedonia,Macedónsko,Macedonia,Macédoine,Macedonia,1,Herkunft
271,origin,Slowenien,Slovinsko,Slovenia,Slovinsko,Słowenia,Slovénie,Slovenia,1,Herkunft
1433174,origin,Slowakei,Slovensko,Slovakia,Slovensko,Słowacja,Slovaquie,Slovacchia,1,Herkunft
1384878,origin,Nicaragua,Nikaragua,Nicaragua,Nikaragua,Nikaragua,Nicaragua,Nicaragua,1,Herkunft
1374323,origin,Kanada,Kanada,Canada,Kanada,Kanada,Canada,Canada,1,Herkunft
1374322,origin,Türkei,Turecko,Turkey,Turecko,Turcja,Turquie,Turchia,1,Herkunft
1424807,origin,Luxemburg,Lucembursko,Luxembourg,Luxembursko,Luksemburg,Luxembourg,Lussemburgo,1,Herkunft
1385616,origin,Tunesien,Tunisko,Tunisia,Tunisko,Tunezja,Tunisie,Tunisia,1,Herkunft
263,origin,Chile,Chile,Chile,Čile,Chile,Chili,Cile,1,Herkunft
1406164,origin,Ukraine,Ukrajina,Ukraine,Ukrajina,Ukraina,Ukraine,Ucraina,1,Herkunft
1393850,origin,Japan,Japonsko,Japan,Japonsko,Japonia,Japon,Giappone,1,Herkunft
1366288,origin,Aufgezogen in mehreren Mitgliedstaaten der EU,Odchováno ve více členských zemích EU,Raised in several member states of the EU,Pestované vo viacerých členských štátoch EÚ,Wyprodukowane w kilku krajach członkowskich UE,Élevés dans plusieurs États membres de l’UE,Origine da diversi stati membri UE,1,Herkunft
258,origin,Neuseeland,Nový Zéland,New Zealand,Nový Zéland,Nowa Zelandia,Nouvelle-Zélande,Nuova Zelanda,1,Herkunft
1405430,origin,Armenien,Arménie,Armenia,Arménsko,Armenia,Arménie,Armenia,1,Herkunft
1413119,origin,Mischung von Honig aus EU-Ländern und Nicht-EU-Ländern,Směs medů ze zemí EU a zemí mimo EU,Mixture of honey from EU and non-EU countries,Zmes medu z krajín EÚ a krajín mimo EÚ,Mieszanka miodów z krajów UE i spoza UE,Mélange de miels issus de pays de l’UE et hors UE,Miscela di miele proveniente da paesi UE ed extra UE,1,Herkunft
255,origin,Italien,Itálie,Italy,Taliansko,Włochy,Italie,Italia,1,Herkunft
1393592,origin,Russland,Rusko,Russia,Rusko,Rosja,Russie,Russia,1,Herkunft
264,origin,China,Čína,China,Čína,Chiny,Chine,Cina,1,Herkunft
793405,origin,Österreich,Rakousko,Austria,Rakúsko,Austria,Autriche,Austria,1,Herkunft
1413117,origin,Mischung von Honig aus EU-Ländern,Směs medů ze zemí EU,Mixture of honey from EU countries,Zmes medu z krajín EÚ,Mieszanka miodów pochodzących z krajów UE,Mélange de miels issus de pays de l’UE,Miscela di miele proveniente da Paesi UE,1,Herkunft
269,origin,Portugal,Portugalsko,Portugal,Portugalsko,Portugalia,Portugal,Portogallo,1,Herkunft
1408886,origin,Aserbaidschan,Ázerbájdžán,Azerbaijan,Azerbajdžan,Azerbejdżan,Azerbaïdjan,Azerbaigian,1,Herkunft
1370632,origin,Kolumbien,Kolumbie,Colombia,Kolumbia,Kolumbia,Colombie,Colombia,1,Herkunft
261,origin,Brasilien,Brazílie,Brazil,Brazília,Brazylia,Brésil,Brasile,1,Herkunft
256,origin,Spanien,Španělsko,Spain,Španielsko,Hiszpania,Espagne,Spagna,1,Herkunft
1457526,origin,Karibik,Karibik,Caribbean,Karibik,Karaiby,Caraïbes,Caraibi,1,Herkunft
6017798,origin,nepal,Nepál,Nepal,Nepál,Nepal,Népal,Nepal,1,Herkunft
1393696,origin,"Chile, Deutschland, Frankreich, Südafrika","Chile, Německo, Francie, Jižní Afrika","Chile, Germany, France, South Africa","Čile, Nemecko, Francúzsko, Južná Afrika","Chile, Niemcy, Francja, Republika Południowej Afryki","Afrique du Sud, Allemagne, Chili, France","Cile, Germania, Francia, Sudafrica",1,Herkunft
260,origin,Australien,Austrálie,Australia,Austrália,Australia,Australie,Australia,1,Herkunft
1413118,origin,Mischung von Honig aus Nicht-EU-Ländern,Směs medů ze zemí mimo EU,Mixture of honey from non-EU countries,Zmes medu z krajín mimo EÚ,Mieszanka miodów pochodzących z krajów spoza UE,Mélange de miels issus de pays hors UE,Miscela di miele proveniente da Paesi extra UE,1,Herkunft
10826264,origin,Litauen,,,,,,,1,Herkunft
257,origin,Südafrika,Jižní Afrika,South Africa,Južná Afrika,Republika Południowej Afryki,Afrique du Sud,Sudafrica,1,Herkunft
1393576,origin,Finnland,Finsko,Finland,Fínsko,Finlandia,Finlande,Finlandia,1,Herkunft
1375053,origin,Polen,Polsko,Poland,Poľsko,Polska,Pologne,Polonia,1,Herkunft
1410078,origin,Diverse Länder,Různé země,Various countries,Rôzne krajiny,Różne kraje,Pays divers,Diversi paesi,1,Herkunft
262,origin,Bulgarien,Bulharsko,Bulgaria,Bulharsko,Bułgaria,Bulgarie,Bulgaria,1,Herkunft
266,origin,Großbritannien,Velká Británie,Great Britain,Spojené kráľovstvo,Wielka Brytania,Grande-Bretagne,Gran Bretagna,1,Herkunft
1370436,origin,Kuba,Kuba,Cuba,Kuba,Kuba,Cuba,Cuba,1,Herkunft
265,origin,Griechenland,Řecko,Greece,Grécko,Grecja,Grèce,Grecia,1,Herkunft
253,origin,Deutschland,Německo,Germany,Nemecko,Niemcy,Allemagne,Germania,1,Herkunft
252,origin,Schweiz,Švýcarsko,Switzerland,Švajčiarsko,Szwajcaria,Suisse,Svizzera,1,Herkunft
1393694,origin,"Deutschland, Frankreich, Italien, Neuseeland, Südafrika","Německo, Francie, Itálie, Nový Zéland, Jižní Afrika","Germany, France, Italy, New Zealand, South Africa","Nemecko, Francúzsko, Taliansko, Nový Zéland, Južná Afrika","Niemcy, Francja, Włochy, Nowa Zelandia, Republika Południowej Afryki","Allemagne, France, Italie, Nouvelle-Zélande, Afrique du Sud","Germania, Francia, Italia, Nuova Zelanda, Sudafrica",1,Herkunft
1393367,origin,Belgien,Belgie,Belgium,Belgicko,Belgia,Belgique,Belgio,1,Herkunft
1370624,origin,Jamaika,Jamajka,Jamaica,Jamajka,Jamajka,Jamaïque,Giamaica,1,Herkunft
1374321,origin,Mexiko,Mexiko,Mexico,Mexiko,Meksyk,Mexique,Messico,1,Herkunft
254,origin,Frankreich,Francie,France,Francúzsko,Francja,France,Francia,1,Herkunft
1386092,origin,Moldawien,Moldavsko,Moldova,Moldavsko,Mołdawia,Moldavie,Moldavia,1,Herkunft
1379669,origin,Uruguay,Uruguay,Uruguay,Uruguaj,Urugwaj,Uruguay,Uruguay,1,Herkunft
1370630,origin,Guatemala,Guatemala,Guatemala,Guatemala,Gwatemala,Guatemala,Guatemala,1,Herkunft
1393002,origin,Golanhöhen,Golanské výšiny,Golan Heights,Golanské výšiny,Wzgórza Golan,Plateau du Golan,Alture del Golan,1,Herkunft
1370637,origin,Bahamas,Bahamy,Bahamas,Bahamy,Bahamy,Bahamas,Bahamas,1,Herkunft
1393396,origin,"Barbados, Guyana, Jamaika, Trinidad und Tobago","Barbados, Guyana, Jamajka, Trinidad a Tobago","Barbados, Guyana, Jamaica, Trinidad and Tobago","Barbados, Guyana, Jamajka, Trinidad a Tobago","Barbados, Gujana, Jamajka, Trynidad i Tobago","Barbade, Guyana, Jamaïque, Trinité-et-Tobago","Barbados, Guyana, Giamaica, Trinidad e Tobago",1,Herkunft
1440702,origin,Costa Rica,Kostarika,Costa Rica,Kostarika,Kostaryka,Costa Rica,Costa Rica,1,Herkunft
1392884,origin,British Virgin Islands,Britské panenské ostrovy,British Virgin Islands,Britské Panenské ostrovy,Brytyjskie Wyspy Dziewicze,Îles Vierges britanniques,Isole Vergini Britanniche,1,Herkunft
1366289,origin,Aufgezogen in mehreren Nicht-EU-Ländern,Odchováno ve více zemích mimo EU,Raised in several non-EU countries,Pestované vo viacerých nečlenských krajinách EÚ,Wyprodukowane w krajach spoza UE,Élevés dans plusieurs pays hors UE,Origine da diversi Paesi extra UE,1,Herkunft
274,origin,Ungarn,Maďarsko,Hungary,Maďarsko,Węgry,Hongrie,Ungheria,1,Herkunft
1379675,origin,Bolivien,Bolívie,Bolivia,Bolívia,Boliwia,Bolivie,Bolivia,1,Herkunft
270,origin,Rumänien,Rumunsko,Romania,Rumunsko,Rumunia,Roumanie,Romania,1,Herkunft
1431871,origin,Paraguay,Paraguay,Paraguay,Paraguaj,Paragwaj,Paraguay,Paraguay,1,Herkunft
1387398,origin,Schweden,Švédsko,Sweden,Švédsko,Szwecja,Suède,Svezia,1,Herkunft
1370441,origin,Dominikanische Republik,Dominikánská republika,Dominican Republic,Dominikánska republika,Republika Dominikany,République dominicaine,Repubblica Dominicana,1,Herkunft
1408742,origin,Wales,Wales,Wales,Wales,Walia,Pays de Galles,Galles,1,Herkunft
1392682,origin,Niederlande,Nizozemsko,The Netherlands,Holandsko,Holandia,Pays-Bas,Paesi Bassi,1,Herkunft
1378745,origin,Barbados,Barbados,Barbados,Barbados,Barbados,Barbade,Barbados,1,Herkunft
1370638,origin,Venezuela,Venezuela,Venezuela,Venezuela,Wenezuela,Venezuela,Venezuela,1,Herkunft
1392932,origin,Georgien,Gruzie,Georgia,Gruzínsko,Gruzja,Géorgie,Georgia,1,Herkunft
259,origin,Argentinien,Argentina,Argentina,Argentína,Argentyna,Argentine,Argentina,1,Herkunft
5939287,outdoor_lights_type,Mastleuchte,Sloupkové světlo,Lamppost,Svietidlo na stožiari,Lampa słupowa (masztowa),Luminaire tête de mât,Lampione,1,Lampentyp
5939286,outdoor_lights_type,Sockelleuchte,Sloupkové světlo,Pedestal light,Soklové svietidlo,Lampa cokołowa,Luminaire de socle,Lampioncino,1,Lampentyp
5939284,outdoor_lights_type,LED Strahler,LED reflektor,LED spotlight,LED reflektor,Reflektor/naświetlacz LED,Projecteur à LED,Faretto LED,1,Lampentyp
5939285,outdoor_lights_type,Pollerleuchte,Světelný sloupek,Bollard light,Stĺpikové svietidlo,Lampa słupkowa (przyścieżkowa),Borne d’éclairage,Paletto luminoso,1,Lampentyp
5939288,outdoor_lights_type,Kugelleuchte,Kulatá lampa,Ball lamp,Guľové svietidlo,Lampa kulista/kula ogrodowa,Boule lumineuse,Lampada a sfera,1,Lampentyp
5939300,outdoor_lights_type,Einbaustrahler,Zápustné osvětlení,Recessed spotlight,Vstavané svietidlo,Reflektor wpuszczany,Spot encastré,Faretti da incasso,1,Lampentyp
5939290,outdoor_lights_type,Pendelleuchte,Závěsná svítidla,Suspended lamp,Závesné svietidlo,Lampa wisząca zewnętrzna,Luminaire suspendu,Lampada a sospensione,1,Lampentyp
5939291,outdoor_lights_type,Hängeleuchte,Závěsná lampa,Hanging light,Závesné svietidlo,Lampa wisząca,Lustre,Lampada sospesa,1,Lampentyp
5939293,outdoor_lights_type,Stehleuchte,Stojací lampa,Floor lamp,Stojace svietidlo,Lampa stojąca,Lampadaire,Lampada da terra,1,Lampentyp
1416723,packaging_law_notification,Mehrweg,Vratné,Reusable,Vratný obal,Zwrotne,Réutilisable,Riutilizzabile,1,Hinweispflichten nach dem VerpG
1416722,packaging_law_notification,Einweg,Jednorázové,Disposable,Jednorazový obal,Jednorazowe,À usage unique,Monouso,1,Hinweispflichten nach dem VerpG
6043527,paint_colour_type,Latexfarbe,Latexová barva,Latex paint,Latexová farba,Farba lateksowa,Peinture au latex,Pittura al lattice,1,Farben-Art
6043524,paint_colour_type,Silikatfarbe,Silikátová barva,Silicate paint,Silikátová farba,Farba silikatowa,Peinture au silicate,Pittura ai silicati,1,Farben-Art
6043528,paint_colour_type,Magnetfarbe,Magnetická barva,Magnetic paint,Magnetická farba,Farba magnetyczna,Peinture magnétique,Pittura magnetica,1,Farben-Art
6043522,paint_colour_type,Dispersionsfarbe,Disperzní barva,Emulsion paint,Disperzná farba,Farba emulsyjna,Peinture à dispersion,Pittura a emulsione,1,Farben-Art
6043523,paint_colour_type,Kalkfarbe,Vápenná barva,Lime paint,Vápenná farba,Farba wapienna,Peinture à la chaux,Pittura a calce,1,Farben-Art
6043526,paint_colour_type,Isolierfarbe,Izolační barva,Stain-blocking paint,Izolačná farba,Farba izolacyjna,Peinture isolante,Pittura isolante,1,Farben-Art
6043525,paint_colour_type,Schimmelschutzfarbe,Barva proti plísni,Anti-mould paint,Protiplesňová farba,Farba przeciw pleśni i grzybom,Peinture anti-moisissure,Pittura antimuffa,1,Farben-Art
790966,painting_motif,Küche,Kuchyně,Kitchen,Kuchyňa,,,,0,Bildmotiv
790963,painting_motif,Städte & Reise,Města a cestování,Cities & travel,Mestá a cestovanie,,,,0,Bildmotiv
1353077,painting_motif,Landschaft,Krajina,Countryside,Krajina,,,,0,Bildmotiv
1354041,painting_motif,Museum,Muzeum,Museum,Múzeum,,,,0,Bildmotiv
1354103,painting_motif,Architektur,Architektura,Architecture,Architektúra,,,,0,Bildmotiv
1352809,painting_motif,Religion,Náboženství,Religion,Náboženstvo,,,,0,Bildmotiv
1353080,painting_motif,SPORT,SPORT,SPORTS,ŠPORT,,,,0,Bildmotiv
1354116,painting_motif,Weltall & Kosmos Technik,Vesmírná technika,Space & Cosmos Technology,Vesmír a kozmická technika,,,,0,Bildmotiv
792243,painting_motif,Abstrakt,Abstraktní,Abstract,Abstrakt,,,,0,Bildmotiv
1378795,painting_motif,Zeichen & Schrift,Značky a písmo,Signs & lettering,Znaky a písmo,,,,0,Bildmotiv
790964,painting_motif,Strand,Pláž,Beach,Pláž,,,,0,Bildmotiv
1364346,painting_motif,Sonstige Stillleben,Jiné zátiší,Miscellaneous still lifes,Ostatné zátišia,,,,0,Bildmotiv
790967,painting_motif,Wellness,Wellness,Self-care,Wellness,,,,0,Bildmotiv
1353081,painting_motif,GRAFFITI,GRAFFITI,GRAFFITI,GRAFFITI,,,,0,Bildmotiv
1354098,painting_motif,Sternzeichen,Astrologická znamení,Star sign,Znamenia,,,,0,Bildmotiv
1364347,painting_motif,Kindermotive,Dětské motivy,Children’s motifs,Detské motívy,,,,0,Bildmotiv
792244,painting_motif,Tiere,Zvířata,Animals,Zvieratá,,,,0,Bildmotiv
1378721,painting_motif,Romantik,Romantické motivy,Romance,Romantika,,,,0,Bildmotiv
1353074,painting_motif,Weltkarte,Mapa světa,World Map,Mapa sveta,,,,0,Bildmotiv
1354158,painting_motif,Formen,Formy,Shapes,Formy,,,,0,Bildmotiv
1354119,painting_motif,Tanzen Musik,Taneční hudba,Dancing music,Tanečná hudba,,,,0,Bildmotiv
1354043,painting_motif,Garten,Zahrada,Garden,Záhrada,,,,0,Bildmotiv
1354042,painting_motif,Vasen & Töpfe,Vázy a květináče,Vases & pots,Vázy a hrnce,,,,0,Bildmotiv
1351999,painting_motif,Menschen,Lidé,People,Ľudia,,,,0,Bildmotiv
1378794,painting_motif,Möbel,Nábytek,Furniture,Nábytok,,,,0,Bildmotiv
1354070,painting_motif,Weihnachten,Vánoce,Christmas,Vianoce,,,,0,Bildmotiv
1354047,painting_motif,Unterhaltung,Zábava,Entertainment,Zábava,,,,0,Bildmotiv
790965,painting_motif,Natur,Příroda,Nature,Príroda,,,,0,Bildmotiv
